 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status,Gender,Age
5, Graduate, No,7900000,17700000,2,559, Approved,Female,36
3, Not Graduate, No,2200000,8300000,18,314, Rejected,Male,78
0, Graduate, Yes,2700000,8400000,6,744, Approved,Male,23
5, Not Graduate, No,6800000,18000000,12,690, Approved,Female,23
3, Graduate, Yes,6300000,23300000,4,347, Approved,Female,36
5, Graduate, Yes,9000000,31400000,2,677, Approved,Female,63
1, Graduate, No,4700000,15700000,4,468, Approved,Male,42
2, Not Graduate, No,8100000,17500000,4,674, Approved,Male,27
2, Not Graduate, No,9000000,27300000,14,353, Rejected,Female,53
4, Not Graduate, No,3800000,14100000,8,727, Approved,Male,23
4, Not Graduate, Yes,8800000,22200000,10,512, Rejected,Female,63
3, Not Graduate, Yes,8700000,27200000,18,454, Rejected,Female,35
5, Not Graduate, No,5000000,12400000,14,315, Rejected,Male,44
0, Not Graduate, Yes,6000000,22700000,10,480, Rejected,Female,20
2, Graduate, Yes,9100000,24200000,16,685, Approved,Male,53
1, Graduate, No,7400000,17900000,6,460, Rejected,Female,63
1, Not Graduate, Yes,8300000,28400000,16,704, Approved,Male,45
1, Graduate, Yes,7600000,23900000,12,692, Approved,Female,39
1, Not Graduate, Yes,3500000,9600000,4,398, Rejected,Female,71
5, Graduate, Yes,1000000,3500000,18,882, Approved,Female,72
5, Graduate, Yes,9900000,25900000,4,860, Approved,Male,37
2, Graduate, Yes,5700000,15100000,18,330, Rejected,Male,42
5, Graduate, No,700000,2400000,16,447, Rejected,Male,43
0, Not Graduate, Yes,9600000,23800000,12,788, Approved,Female,54
1, Not Graduate, No,9300000,28900000,6,526, Rejected,Female,25
0, Graduate, No,9500000,28400000,18,577, Approved,Female,45
4, Graduate, Yes,8700000,23400000,16,372, Rejected,Male,78
5, Graduate, Yes,7300000,21000000,14,759, Approved,Male,28
3, Graduate, Yes,4100000,12700000,10,465, Rejected,Female,40
2, Graduate, No,2900000,10200000,4,789, Approved,Male,33
3, Graduate, Yes,7500000,17900000,2,680, Approved,Female,25
1, Graduate, No,7900000,25700000,20,681, Approved,Male,21
1, Graduate, Yes,6900000,22300000,16,673, Approved,Female,25
0, Not Graduate, No,6900000,22900000,10,313, Rejected,Male,35
0, Not Graduate, No,4800000,18800000,16,551, Approved,Male,29
5, Graduate, Yes,7700000,24400000,8,453, Rejected,Male,21
3, Not Graduate, No,6900000,22700000,4,650, Approved,Male,55
1, Not Graduate, No,1200000,4500000,4,439, Approved,Male,56
1, Graduate, No,2900000,9600000,4,658, Approved,Female,25
4, Graduate, Yes,5500000,18900000,6,379, Rejected,Male,59
4, Graduate, Yes,3200000,10700000,4,450, Approved,Male,41
5, Not Graduate, No,2600000,8200000,4,849, Approved,Male,23
0, Graduate, No,500000,1600000,18,865, Approved,Female,51
0, Graduate, No,1800000,6900000,10,853, Rejected,Female,42
0, Not Graduate, No,1300000,4900000,12,555, Approved,Male,21
1, Not Graduate, No,9900000,20700000,20,821, Approved,Male,51
0, Not Graduate, No,2000000,4700000,2,820, Approved,Female,37
1, Not Graduate, No,5100000,15300000,4,721, Approved,Female,35
4, Graduate, Yes,8200000,24000000,20,831, Approved,Female,40
5, Not Graduate, No,4200000,12600000,18,571, Approved,Male,28
2, Not Graduate, Yes,1300000,4900000,8,582, Approved,Male,35
1, Not Graduate, Yes,4600000,13600000,18,487, Rejected,Female,31
1, Not Graduate, No,6600000,19700000,12,758, Approved,Male,73
2, Graduate, Yes,8300000,30100000,16,636, Approved,Female,63
0, Graduate, No,6900000,20700000,16,857, Approved,Male,51
4, Graduate, Yes,4700000,12500000,8,678, Approved,Female,36
1, Graduate, No,7900000,15800000,8,551, Approved,Female,35
3, Not Graduate, No,8800000,24900000,16,668, Approved,Male,33
1, Graduate, No,6500000,23400000,2,672, Approved,Female,59
3, Not Graduate, No,3500000,13700000,4,439, Approved,Female,47
2, Not Graduate, Yes,8200000,19600000,16,636, Approved,Male,37
0, Not Graduate, Yes,2000000,6000000,14,393, Rejected,Female,46
5, Not Graduate, No,2700000,8200000,2,848, Approved,Female,22
0, Graduate, Yes,5300000,17600000,4,790, Approved,Female,29
2, Not Graduate, No,9900000,19900000,6,312, Rejected,Female,30
2, Not Graduate, Yes,5000000,19500000,14,775, Approved,Male,35
2, Not Graduate, No,9100000,18600000,20,403, Rejected,Female,34
3, Not Graduate, Yes,7600000,26400000,14,867, Approved,Female,44
0, Graduate, No,5200000,17800000,18,558, Approved,Male,27
5, Graduate, No,1800000,6000000,4,548, Approved,Male,30
0, Not Graduate, No,7300000,28200000,16,486, Rejected,Female,32
4, Graduate, No,3200000,11600000,6,635, Approved,Male,46
5, Graduate, No,5200000,20700000,2,538, Approved,Male,34
4, Not Graduate, No,7100000,28200000,14,496, Rejected,Female,39
4, Graduate, Yes,1400000,4800000,6,411, Rejected,Female,35
4, Not Graduate, No,2700000,10700000,6,857, Approved,Male,43
5, Graduate, Yes,6500000,18100000,10,360, Rejected,Female,50
4, Graduate, No,9300000,35900000,18,461, Rejected,Female,40
0, Graduate, Yes,6700000,14900000,16,638, Approved,Female,79
5, Graduate, No,6800000,19300000,6,865, Approved,Female,21
5, Not Graduate, No,5600000,13600000,4,449, Rejected,Male,53
1, Not Graduate, Yes,1900000,4700000,2,870, Approved,Male,29
5, Not Graduate, No,8400000,19500000,6,815, Approved,Male,45
2, Not Graduate, Yes,2500000,7200000,16,454, Rejected,Male,28
1, Not Graduate, Yes,2900000,9900000,18,783, Approved,Female,35
3, Graduate, Yes,3200000,7400000,2,543, Rejected,Male,74
4, Not Graduate, Yes,3000000,10900000,2,786, Approved,Male,43
3, Graduate, Yes,800000,2500000,20,395, Rejected,Male,21
2, Not Graduate, Yes,400000,1300000,2,885, Approved,Male,31
2, Not Graduate, No,4400000,10600000,20,488, Rejected,Female,53
2, Not Graduate, Yes,8700000,19900000,10,829, Approved,Male,41
4, Not Graduate, No,7400000,15400000,6,677, Approved,Female,74
4, Not Graduate, Yes,5700000,14400000,12,645, Approved,Female,51
5, Not Graduate, Yes,9700000,27600000,10,788, Approved,Female,47
2, Not Graduate, No,7000000,22400000,6,649, Approved,Male,29
2, Not Graduate, No,8900000,23100000,4,519, Rejected,Female,29
3, Graduate, Yes,3100000,11200000,14,772, Approved,Male,47
4, Graduate, No,2200000,6100000,12,330, Rejected,Female,27
5, Not Graduate, Yes,7100000,21500000,4,557, Approved,Female,24
4, Graduate, Yes,8200000,19000000,6,334, Rejected,Female,24
3, Graduate, Yes,9800000,28400000,12,487, Rejected,Male,53
2, Graduate, Yes,3900000,9700000,8,539, Rejected,Male,71
2, Graduate, Yes,2200000,8100000,8,710, Approved,Female,45
5, Not Graduate, Yes,600000,1700000,20,879, Approved,Male,28
4, Not Graduate, Yes,6900000,22000000,10,512, Rejected,Male,33
2, Graduate, Yes,7400000,27300000,18,561, Approved,Male,51
3, Not Graduate, Yes,4000000,11600000,6,539, Rejected,Male,23
3, Not Graduate, Yes,700000,2000000,18,544, Rejected,Male,25
2, Not Graduate, Yes,1900000,4600000,16,631, Approved,Female,61
2, Graduate, No,2200000,6800000,20,546, Rejected,Female,33
1, Graduate, Yes,2000000,5600000,14,569, Approved,Male,24
4, Not Graduate, No,7400000,17900000,6,384, Rejected,Female,21
2, Not Graduate, Yes,2300000,9000000,6,583, Approved,Female,60
5, Not Graduate, Yes,4000000,15500000,12,517, Rejected,Female,74
3, Graduate, Yes,1500000,5800000,18,420, Rejected,Male,37
2, Not Graduate, Yes,5200000,12900000,18,644, Approved,Female,33
2, Graduate, No,5400000,14500000,8,349, Rejected,Female,23
3, Graduate, No,7700000,25300000,18,662, Approved,Male,34
0, Not Graduate, Yes,1900000,6400000,20,704, Approved,Female,23
4, Not Graduate, Yes,6400000,15500000,2,324, Rejected,Male,39
5, Graduate, No,700000,1700000,18,757, Approved,Male,31
3, Graduate, Yes,5800000,23000000,16,361, Rejected,Female,51
1, Graduate, No,1800000,5400000,4,415, Approved,Male,25
5, Graduate, Yes,4300000,13800000,18,618, Approved,Female,25
4, Graduate, No,8000000,27100000,8,524, Rejected,Male,51
0, Not Graduate, No,1100000,4100000,18,887, Approved,Female,44
2, Not Graduate, Yes,8800000,31100000,12,729, Approved,Female,26
4, Graduate, No,4800000,18600000,14,774, Approved,Female,29
0, Not Graduate, Yes,200000,700000,20,724, Approved,Female,52
5, Graduate, Yes,1400000,2700000,16,320, Rejected,Male,24
5, Graduate, No,2500000,6400000,16,590, Approved,Female,36
5, Graduate, No,8100000,25300000,8,796, Approved,Female,28
0, Graduate, Yes,6100000,19200000,6,890, Approved,Female,29
0, Not Graduate, Yes,2000000,4600000,16,651, Approved,Female,27
4, Not Graduate, No,4800000,10100000,12,634, Approved,Female,80
4, Graduate, Yes,900000,2800000,2,660, Approved,Female,46
4, Not Graduate, No,1300000,3500000,12,512, Rejected,Male,50
4, Not Graduate, Yes,4200000,9100000,2,900, Approved,Female,28
2, Graduate, Yes,3300000,11100000,20,823, Approved,Male,26
2, Not Graduate, Yes,8700000,28400000,12,880, Approved,Female,41
1, Not Graduate, Yes,800000,2600000,2,439, Approved,Female,24
5, Graduate, Yes,7400000,17100000,2,441, Rejected,Male,46
3, Not Graduate, No,6900000,18500000,6,360, Rejected,Male,31
1, Graduate, Yes,8800000,33700000,14,561, Approved,Female,46
2, Graduate, Yes,8600000,32500000,4,758, Approved,Male,67
2, Graduate, No,5400000,20600000,18,621, Approved,Male,20
4, Graduate, Yes,2900000,5900000,18,621, Approved,Female,40
3, Graduate, No,9800000,21000000,12,342, Rejected,Male,46
4, Graduate, No,3300000,10800000,4,552, Approved,Female,40
0, Not Graduate, No,300000,500000,18,376, Rejected,Female,48
0, Graduate, No,1500000,4300000,12,801, Approved,Female,47
3, Not Graduate, Yes,5400000,16300000,4,512, Approved,Male,40
0, Graduate, No,6600000,15200000,18,497, Rejected,Male,27
0, Graduate, No,5700000,17200000,8,386, Rejected,Male,26
3, Not Graduate, Yes,8500000,26100000,2,683, Approved,Male,64
0, Graduate, No,7400000,24100000,16,779, Approved,Male,44
3, Not Graduate, Yes,7800000,17700000,6,876, Approved,Female,44
3, Graduate, Yes,7200000,16500000,18,515, Rejected,Male,49
2, Not Graduate, No,7600000,19300000,12,463, Rejected,Male,32
4, Not Graduate, Yes,7000000,26700000,4,486, Approved,Male,20
0, Not Graduate, No,5700000,13000000,6,328, Rejected,Male,50
2, Not Graduate, No,8200000,30600000,10,343, Rejected,Female,47
0, Graduate, Yes,9000000,27800000,8,712, Approved,Male,20
3, Not Graduate, No,3900000,11900000,6,607, Approved,Male,26
0, Graduate, No,6500000,16200000,4,812, Approved,Male,46
4, Not Graduate, Yes,2300000,7700000,16,589, Approved,Female,52
1, Not Graduate, No,5700000,21800000,18,657, Approved,Male,71
4, Not Graduate, No,800000,2800000,12,453, Rejected,Female,25
4, Not Graduate, Yes,8400000,19700000,14,889, Approved,Female,43
1, Graduate, Yes,4300000,17200000,4,564, Approved,Male,50
1, Not Graduate, Yes,300000,900000,20,419, Rejected,Female,44
1, Graduate, No,8700000,34000000,16,663, Approved,Male,31
1, Not Graduate, No,4400000,12100000,4,884, Approved,Male,40
1, Graduate, Yes,5600000,16800000,16,528, Rejected,Female,31
2, Graduate, No,600000,1300000,12,475, Rejected,Female,44
4, Not Graduate, Yes,2500000,5100000,20,695, Approved,Male,27
5, Not Graduate, No,3800000,10500000,10,759, Approved,Female,46
2, Not Graduate, No,2500000,9600000,4,636, Approved,Female,35
3, Not Graduate, Yes,5500000,20400000,10,546, Rejected,Female,29
5, Graduate, Yes,4500000,17100000,2,639, Approved,Female,35
4, Not Graduate, No,1900000,4000000,10,388, Rejected,Male,22
5, Graduate, Yes,6400000,20000000,12,594, Approved,Female,23
1, Not Graduate, Yes,3800000,11100000,6,760, Approved,Female,43
4, Not Graduate, Yes,6300000,16900000,16,582, Approved,Female,63
3, Not Graduate, No,300000,600000,6,896, Approved,Male,59
5, Not Graduate, Yes,7100000,21800000,18,891, Approved,Female,53
2, Not Graduate, Yes,600000,1700000,2,495, Rejected,Female,73
3, Graduate, Yes,4400000,15300000,16,865, Approved,Female,20
4, Not Graduate, No,7600000,20800000,12,775, Approved,Female,26
5, Graduate, Yes,8700000,26400000,10,318, Rejected,Female,64
3, Graduate, Yes,5600000,12700000,12,395, Rejected,Male,32
4, Not Graduate, No,4100000,13100000,14,772, Approved,Female,75
2, Not Graduate, Yes,7900000,16100000,18,318, Rejected,Male,63
3, Not Graduate, Yes,5600000,20900000,14,649, Approved,Male,34
3, Not Graduate, No,1200000,3100000,10,438, Rejected,Female,67
5, Graduate, No,6900000,19700000,6,588, Approved,Male,41
5, Not Graduate, No,2700000,5600000,2,815, Approved,Male,31
4, Graduate, Yes,9800000,22100000,4,364, Rejected,Female,30
2, Not Graduate, No,9300000,32300000,4,586, Approved,Male,52
4, Not Graduate, No,6700000,25300000,12,555, Approved,Female,53
4, Graduate, No,1300000,4600000,10,312, Rejected,Male,24
2, Graduate, Yes,7900000,17100000,16,605, Approved,Male,47
5, Not Graduate, No,6700000,23200000,18,672, Approved,Female,32
2, Not Graduate, Yes,2100000,4500000,18,591, Approved,Male,47
4, Graduate, Yes,4700000,11000000,4,321, Rejected,Male,47
2, Graduate, No,3700000,13400000,16,393, Rejected,Male,61
0, Graduate, Yes,5800000,21800000,2,561, Approved,Male,30
5, Graduate, Yes,2400000,6900000,20,725, Approved,Male,73
1, Not Graduate, Yes,8100000,27600000,16,438, Rejected,Female,38
5, Graduate, Yes,5400000,21400000,12,399, Rejected,Female,38
0, Graduate, No,1400000,5400000,8,592, Approved,Female,38
2, Not Graduate, No,2500000,8600000,8,835, Approved,Female,37
0, Not Graduate, Yes,1600000,5300000,4,733, Approved,Female,41
0, Not Graduate, No,3700000,10600000,20,484, Rejected,Female,46
5, Not Graduate, Yes,500000,1800000,20,615, Approved,Female,46
3, Not Graduate, Yes,5300000,19500000,4,591, Approved,Male,48
0, Graduate, Yes,2800000,6800000,12,349, Rejected,Female,45
1, Graduate, Yes,9600000,29900000,18,478, Rejected,Female,38
4, Graduate, No,2200000,7800000,20,633, Approved,Male,24
1, Not Graduate, Yes,8400000,30900000,8,378, Rejected,Male,20
1, Not Graduate, No,2100000,5300000,20,461, Rejected,Male,28
2, Not Graduate, Yes,2800000,7000000,2,834, Approved,Female,48
0, Not Graduate, No,2500000,5800000,20,671, Approved,Male,48
3, Graduate, Yes,1700000,5800000,10,524, Rejected,Female,56
3, Graduate, No,6100000,20700000,4,816, Approved,Male,76
3, Graduate, No,4100000,11700000,10,729, Approved,Male,35
5, Not Graduate, Yes,4500000,12700000,8,307, Rejected,Male,43
2, Graduate, Yes,5600000,19100000,8,350, Rejected,Male,53
3, Not Graduate, Yes,5800000,16600000,10,444, Rejected,Male,24
4, Not Graduate, No,8600000,26700000,10,895, Approved,Female,33
2, Graduate, No,2900000,10500000,20,708, Approved,Male,22
2, Not Graduate, Yes,8300000,17600000,2,355, Rejected,Female,32
5, Not Graduate, No,2400000,5100000,6,756, Approved,Male,33
4, Graduate, No,5600000,12000000,4,719, Approved,Male,56
1, Graduate, Yes,9500000,35400000,14,439, Rejected,Female,21
4, Not Graduate, Yes,4900000,15900000,10,668, Approved,Male,31
4, Not Graduate, Yes,5900000,16500000,2,765, Approved,Male,50
5, Graduate, Yes,500000,1500000,4,476, Approved,Male,33
3, Graduate, No,7000000,21700000,14,781, Approved,Female,53
1, Not Graduate, No,3500000,12700000,4,350, Approved,Male,22
0, Graduate, No,5200000,12200000,16,783, Approved,Female,48
3, Graduate, Yes,6300000,19900000,12,770, Approved,Female,31
2, Not Graduate, No,8400000,28300000,10,822, Approved,Female,30
1, Not Graduate, Yes,7500000,22500000,14,469, Rejected,Female,31
2, Graduate, No,3300000,13000000,16,300, Rejected,Female,33
2, Not Graduate, No,8800000,22400000,14,692, Approved,Female,44
5, Graduate, No,200000,700000,18,707, Approved,Female,53
5, Not Graduate, Yes,8000000,29100000,4,658, Approved,Female,52
3, Graduate, No,1000000,4000000,6,625, Approved,Male,41
1, Graduate, No,9400000,26700000,10,343, Rejected,Female,34
5, Graduate, No,2100000,7300000,18,358, Rejected,Female,23
4, Graduate, Yes,5400000,11500000,20,705, Approved,Male,30
2, Graduate, Yes,4700000,15100000,8,799, Approved,Female,25
3, Graduate, No,8800000,33700000,12,397, Rejected,Female,29
5, Graduate, No,3200000,12200000,6,493, Rejected,Female,57
0, Graduate, Yes,7200000,21900000,4,446, Approved,Male,45
2, Not Graduate, Yes,2500000,7200000,16,315, Rejected,Female,47
5, Not Graduate, Yes,6900000,15700000,14,887, Approved,Male,76
5, Graduate, Yes,5700000,20500000,16,429, Rejected,Female,40
4, Graduate, Yes,5500000,15100000,18,673, Approved,Female,44
4, Not Graduate, Yes,9200000,29100000,10,731, Approved,Female,53
5, Graduate, Yes,5700000,11500000,2,732, Approved,Male,49
5, Graduate, Yes,5000000,16400000,14,525, Rejected,Female,28
4, Not Graduate, No,2300000,5500000,6,343, Rejected,Female,35
0, Not Graduate, Yes,3000000,11000000,16,331, Rejected,Male,47
0, Not Graduate, No,7900000,26200000,18,845, Approved,Male,57
2, Graduate, No,2000000,6200000,16,696, Approved,Female,29
5, Not Graduate, No,2700000,8700000,14,772, Approved,Male,28
3, Graduate, Yes,6400000,15800000,18,628, Approved,Male,36
0, Not Graduate, Yes,8200000,19100000,2,764, Approved,Female,23
1, Graduate, No,2800000,6900000,14,553, Approved,Male,48
1, Not Graduate, No,8900000,20000000,2,653, Approved,Male,30
1, Not Graduate, No,5100000,20000000,4,506, Approved,Male,45
3, Graduate, No,2800000,8500000,20,431, Rejected,Female,45
2, Not Graduate, Yes,6100000,12300000,18,697, Approved,Male,24
2, Not Graduate, No,8400000,24500000,6,588, Approved,Male,42
1, Not Graduate, No,1600000,5600000,6,846, Approved,Male,32
5, Graduate, No,4100000,11000000,14,379, Rejected,Female,23
1, Not Graduate, No,300000,700000,10,745, Approved,Female,60
3, Graduate, No,9600000,34500000,20,523, Rejected,Male,34
4, Graduate, Yes,8300000,25400000,4,624, Approved,Male,25
1, Graduate, No,4600000,16700000,16,407, Rejected,Male,53
3, Not Graduate, Yes,5600000,11600000,12,756, Approved,Female,25
3, Graduate, Yes,4100000,8300000,16,351, Rejected,Female,53
3, Not Graduate, No,3700000,13400000,18,373, Rejected,Male,51
4, Not Graduate, Yes,800000,2400000,2,461, Approved,Female,40
4, Graduate, No,8100000,28100000,12,672, Approved,Male,68
2, Graduate, Yes,2700000,9500000,10,434, Rejected,Female,32
2, Not Graduate, Yes,7000000,21400000,12,541, Rejected,Male,23
3, Not Graduate, Yes,8100000,29300000,2,413, Approved,Male,52
1, Graduate, No,3200000,7600000,4,592, Approved,Female,59
4, Not Graduate, Yes,400000,1400000,10,665, Approved,Male,45
1, Graduate, No,7800000,23900000,4,313, Approved,Female,29
0, Not Graduate, No,5800000,19600000,14,673, Approved,Female,52
0, Not Graduate, Yes,2600000,6000000,8,382, Rejected,Male,26
5, Not Graduate, No,5400000,21100000,12,661, Approved,Male,68
3, Graduate, Yes,600000,1700000,4,576, Approved,Female,66
1, Graduate, No,600000,1200000,14,443, Rejected,Male,35
5, Graduate, Yes,9500000,21700000,16,307, Rejected,Female,37
4, Graduate, Yes,1900000,4800000,12,656, Approved,Female,44
1, Graduate, Yes,9800000,21200000,4,885, Approved,Male,58
3, Graduate, No,7800000,16600000,20,896, Approved,Female,57
5, Not Graduate, No,4900000,14100000,2,802, Approved,Male,38
3, Graduate, Yes,8300000,22700000,2,650, Approved,Male,42
4, Not Graduate, Yes,3900000,8900000,10,665, Approved,Male,34
2, Graduate, No,9000000,35700000,12,339, Rejected,Male,29
1, Not Graduate, No,9600000,32400000,20,447, Rejected,Male,54
5, Not Graduate, Yes,1000000,2400000,18,613, Approved,Male,76
5, Graduate, No,2800000,7200000,16,424, Rejected,Female,42
2, Not Graduate, No,8300000,20800000,6,667, Approved,Male,46
4, Not Graduate, Yes,6900000,18300000,18,715, Approved,Male,60
5, Not Graduate, Yes,3800000,9100000,18,654, Approved,Male,23
2, Not Graduate, No,8000000,17800000,20,549, Rejected,Male,42
4, Graduate, Yes,9800000,29700000,4,373, Approved,Female,72
0, Graduate, Yes,2900000,7200000,16,332, Rejected,Male,49
4, Graduate, No,7900000,31500000,20,534, Rejected,Female,35
3, Not Graduate, No,4600000,17900000,8,396, Rejected,Female,27
2, Graduate, No,1000000,3700000,18,892, Approved,Female,22
5, Graduate, No,9000000,21300000,14,602, Approved,Male,37
0, Graduate, Yes,9400000,36100000,10,615, Approved,Female,37
5, Graduate, Yes,7400000,23300000,20,482, Rejected,Female,40
0, Graduate, No,6600000,20100000,16,397, Rejected,Female,38
0, Not Graduate, No,1300000,3400000,10,464, Rejected,Female,43
0, Graduate, Yes,1100000,3400000,14,832, Approved,Female,37
5, Graduate, No,9200000,34800000,12,802, Approved,Female,29
2, Graduate, No,7000000,23900000,18,628, Approved,Female,32
4, Graduate, No,5100000,18800000,10,694, Approved,Male,74
1, Not Graduate, Yes,3200000,9300000,20,741, Approved,Female,29
1, Not Graduate, Yes,3700000,10900000,14,748, Approved,Female,40
5, Graduate, No,3600000,12800000,4,320, Approved,Male,73
1, Graduate, No,5600000,11700000,10,774, Approved,Female,37
0, Not Graduate, Yes,9500000,32000000,2,500, Approved,Male,55
4, Not Graduate, No,1500000,4000000,18,706, Approved,Female,48
4, Not Graduate, No,7400000,18300000,10,601, Approved,Female,21
2, Graduate, No,6000000,17400000,16,806, Approved,Male,58
0, Graduate, Yes,3000000,9600000,6,644, Approved,Male,35
4, Graduate, Yes,6000000,12900000,14,723, Approved,Female,23
5, Graduate, Yes,600000,1500000,12,509, Rejected,Male,22
0, Graduate, No,1800000,6600000,4,898, Approved,Female,28
2, Graduate, Yes,5500000,12000000,2,567, Approved,Female,25
1, Graduate, No,1000000,2100000,6,715, Approved,Male,34
2, Not Graduate, Yes,1700000,3500000,10,854, Approved,Male,67
1, Graduate, Yes,3400000,12300000,8,523, Rejected,Female,59
1, Graduate, Yes,9600000,35900000,8,534, Rejected,Female,41
0, Not Graduate, Yes,2600000,7600000,18,470, Rejected,Female,42
1, Graduate, No,1600000,3500000,18,619, Approved,Male,54
0, Graduate, Yes,4300000,12800000,20,572, Approved,Male,80
3, Graduate, No,1400000,3500000,16,365, Rejected,Female,56
0, Not Graduate, No,8000000,18000000,16,791, Approved,Female,56
4, Not Graduate, Yes,5000000,18100000,12,424, Rejected,Female,50
5, Graduate, No,4500000,10200000,12,726, Approved,Male,51
1, Graduate, No,3400000,9900000,2,736, Approved,Male,30
5, Graduate, Yes,5700000,12800000,14,488, Rejected,Female,36
2, Not Graduate, Yes,2600000,7600000,10,400, Rejected,Female,75
0, Graduate, Yes,4500000,12200000,20,311, Rejected,Female,28
2, Not Graduate, Yes,5100000,16800000,2,504, Approved,Female,67
4, Not Graduate, Yes,5100000,18600000,20,312, Rejected,Female,50
5, Graduate, Yes,1700000,6500000,14,587, Approved,Male,56
1, Not Graduate, No,5200000,10500000,20,317, Rejected,Female,35
4, Not Graduate, No,8400000,29000000,2,463, Approved,Female,63
1, Not Graduate, Yes,9000000,34000000,16,842, Approved,Female,41
4, Graduate, Yes,3400000,11800000,20,616, Approved,Male,32
1, Not Graduate, No,5400000,19400000,8,800, Approved,Male,42
0, Graduate, Yes,700000,2100000,12,813, Approved,Female,32
2, Graduate, No,7600000,24800000,12,564, Approved,Male,36
2, Not Graduate, No,5000000,14700000,12,837, Approved,Male,35
5, Not Graduate, Yes,2500000,9400000,16,735, Approved,Male,54
4, Not Graduate, Yes,2000000,5200000,16,724, Approved,Male,28
5, Not Graduate, No,9000000,23900000,12,658, Approved,Female,52
5, Graduate, No,8300000,31800000,16,858, Approved,Male,22
0, Not Graduate, Yes,3100000,8500000,8,614, Approved,Female,69
2, Graduate, Yes,8500000,25600000,16,714, Approved,Male,34
2, Graduate, Yes,1200000,4600000,20,605, Approved,Male,42
4, Graduate, Yes,2800000,5500000,8,875, Approved,Female,57
5, Graduate, Yes,2800000,10900000,6,359, Rejected,Male,41
5, Graduate, Yes,6500000,24100000,6,441, Rejected,Female,35
4, Graduate, No,8700000,25200000,18,790, Approved,Male,46
1, Not Graduate, Yes,5400000,13600000,4,821, Approved,Female,37
2, Not Graduate, No,8600000,33300000,16,375, Rejected,Male,26
3, Graduate, No,4700000,9600000,10,545, Rejected,Female,68
5, Not Graduate, Yes,1100000,3900000,4,891, Approved,Female,35
0, Graduate, No,6400000,14000000,8,486, Rejected,Female,32
0, Graduate, No,4300000,9900000,4,696, Approved,Female,42
5, Not Graduate, Yes,2900000,11100000,4,683, Approved,Male,54
5, Not Graduate, No,9600000,27100000,8,594, Approved,Female,69
3, Not Graduate, Yes,900000,2500000,20,529, Rejected,Male,20
5, Not Graduate, No,8100000,26300000,4,429, Approved,Female,30
0, Not Graduate, Yes,8800000,25000000,4,400, Rejected,Male,26
0, Graduate, No,8800000,17500000,4,848, Approved,Male,62
1, Not Graduate, No,6400000,21500000,6,489, Rejected,Male,43
2, Graduate, No,2900000,6600000,10,326, Rejected,Female,64
5, Graduate, No,1600000,6100000,8,663, Approved,Female,29
1, Not Graduate, No,1600000,5100000,18,729, Approved,Male,64
2, Graduate, Yes,3100000,10700000,4,398, Approved,Female,23
2, Not Graduate, Yes,5600000,16700000,14,856, Approved,Female,21
3, Graduate, Yes,8100000,19900000,20,347, Rejected,Female,38
3, Not Graduate, No,9100000,19300000,12,696, Approved,Female,58
0, Graduate, Yes,5500000,17100000,8,353, Rejected,Female,71
1, Graduate, Yes,9700000,34300000,20,756, Approved,Male,26
4, Graduate, No,2300000,5400000,16,490, Rejected,Male,26
1, Not Graduate, Yes,5600000,18000000,10,531, Rejected,Female,54
2, Not Graduate, Yes,4500000,16600000,4,679, Approved,Male,43
1, Graduate, Yes,500000,1800000,8,877, Approved,Female,20
0, Graduate, No,4200000,11000000,20,817, Approved,Male,21
1, Not Graduate, No,9100000,23300000,18,792, Approved,Female,63
4, Graduate, Yes,3200000,12800000,18,664, Approved,Female,29
4, Graduate, Yes,6200000,21300000,16,882, Approved,Female,34
3, Not Graduate, Yes,2500000,7700000,10,768, Approved,Male,33
0, Graduate, No,9100000,27100000,12,787, Approved,Male,40
3, Graduate, Yes,500000,900000,12,538, Rejected,Male,23
4, Not Graduate, No,6900000,18000000,8,347, Rejected,Male,59
0, Graduate, Yes,1800000,5200000,16,317, Rejected,Male,59
0, Graduate, Yes,4000000,14500000,2,713, Approved,Female,25
1, Not Graduate, No,3900000,12300000,10,683, Approved,Male,22
2, Not Graduate, Yes,8000000,28100000,18,765, Approved,Male,24
5, Graduate, No,900000,3200000,10,803, Approved,Male,37
0, Graduate, Yes,8200000,29700000,6,405, Rejected,Female,31
5, Graduate, No,2300000,4900000,4,529, Rejected,Male,25
5, Graduate, Yes,6900000,19400000,6,801, Approved,Female,21
3, Not Graduate, No,8800000,30700000,12,707, Approved,Female,26
1, Graduate, No,2600000,7200000,8,349, Rejected,Male,21
1, Graduate, No,3700000,8700000,20,885, Approved,Male,44
2, Graduate, Yes,6200000,23800000,4,489, Approved,Female,54
3, Graduate, Yes,1000000,2600000,6,341, Rejected,Female,55
1, Not Graduate, No,6000000,20000000,12,637, Approved,Female,21
1, Not Graduate, Yes,9100000,31400000,4,304, Approved,Female,37
1, Graduate, No,1700000,6700000,16,537, Rejected,Female,47
5, Not Graduate, Yes,1700000,4600000,12,503, Rejected,Female,23
1, Graduate, No,7100000,14300000,12,720, Approved,Female,35
5, Graduate, No,9400000,36800000,10,509, Rejected,Male,44
5, Not Graduate, No,6200000,16400000,6,360, Rejected,Female,37
1, Graduate, No,8300000,31800000,16,818, Approved,Female,23
